product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
toys,20600.0,61.0,52.0,44.0
toys,200.0,16.0,16.0,16.0
telephony,450.0,17.0,3.0,11.0
toys,2900.0,45.0,10.0,30.0
toys,150.0,17.0,13.0,13.0
toys,2300.0,41.0,60.0,16.0
toys,9050.0,50.0,50.0,50.0
toys,1950.0,58.0,15.0,46.0
toys,6550.0,38.0,30.0,28.0
toys,2500.0,33.0,7.0,39.0
toys,7800.0,16.0,105.0,30.0
toys,450.0,32.0,7.0,32.0
toys,600.0,18.0,12.0,18.0
toys,1950.0,26.0,30.0,25.0
toys,200.0,16.0,2.0,11.0
furniture_bedroom,500.0,28.0,17.0,24.0
furniture_decor,350.0,69.0,11.0,11.0
furniture_decor,850.0,30.0,30.0,30.0
toys,10800.0,54.0,27.0,36.0
toys,250.0,16.0,16.0,16.0
toys,850.0,25.0,18.0,40.0
toys,350.0,27.0,4.0,34.0
toys,1500.0,22.0,16.0,24.0
toys,850.0,20.0,25.0,20.0
furniture_living_room,6650.0,55.0,11.0,35.0
toys,9050.0,45.0,33.0,35.0
bed_bath_table,3700.0,50.0,10.0,40.0
telephony,100.0,17.0,4.0,12.0
cool_stuff,200.0,17.0,17.0,14.0
toys,200.0,16.0,7.0,11.0
toys,1000.0,25.0,25.0,25.0
garden_tools,1800.0,37.0,22.0,40.0
toys,400.0,18.0,11.0,20.0
toys,1000.0,33.0,44.0,19.0
toys,300.0,26.0,4.0,36.0
toys,1155.0,24.0,16.0,16.0
toys,200.0,17.0,10.0,12.0
toys,9750.0,38.0,38.0,35.0
toys,2200.0,20.0,20.0,20.0
toys,375.0,29.0,14.0,20.0
toys,250.0,20.0,20.0,20.0
toys,500.0,30.0,7.0,25.0
toys,1350.0,27.0,9.0,18.0
baby,700.0,24.0,14.0,18.0
telephony,250.0,18.0,3.0,28.0
toys,125.0,16.0,18.0,16.0
housewares,1300.0,37.0,37.0,37.0
luggage_accessories,100.0,16.0,3.0,16.0
perfumery,250.0,20.0,8.0,21.0
toys,7400.0,54.0,53.0,20.0
toys,500.0,23.0,8.0,15.0
toys,150.0,24.0,5.0,24.0
toys,100.0,18.0,18.0,18.0
toys,200.0,16.0,13.0,14.0
toys,850.0,23.0,12.0,12.0
toys,7950.0,40.0,40.0,40.0
watches_gifts,100.0,16.0,2.0,20.0
electronics,150.0,30.0,20.0,20.0
toys,875.0,25.0,18.0,40.0
toys,125.0,19.0,15.0,17.0
toys,276.0,24.0,19.0,19.0
fashion_bags_accessories,300.0,16.0,2.0,11.0
toys,2500.0,27.0,16.0,32.0
toys,350.0,20.0,2.0,26.0
pet_shop,20450.0,35.0,35.0,35.0
toys,975.0,26.0,12.0,16.0
toys,100.0,16.0,6.0,11.0
toys,1200.0,40.0,22.0,30.0
toys,725.0,35.0,28.0,25.0
toys,1750.0,23.0,23.0,16.0
auto,100.0,16.0,10.0,15.0
toys,700.0,20.0,21.0,20.0
toys,100.0,16.0,12.0,12.0
toys,150.0,17.0,8.0,14.0
toys,15900.0,58.0,28.0,58.0
toys,100.0,16.0,2.0,11.0
toys,6750.0,47.0,21.0,41.0
toys,5200.0,45.0,54.0,15.0
toys,300.0,23.0,8.0,19.0
toys,1800.0,34.0,6.0,28.0
toys,225.0,30.0,9.0,23.0
,16000.0,58.0,28.0,58.0
toys,250.0,18.0,4.0,12.0
toys,902.0,19.0,21.0,16.0
toys,710.0,19.0,13.0,14.0
toys,1800.0,38.0,12.0,35.0
,6250.0,28.0,34.0,40.0
toys,1068.0,26.0,16.0,27.0
toys,8350.0,50.0,27.0,38.0
toys,573.0,35.0,13.0,11.0
toys,600.0,22.0,6.0,22.0
home_confort,800.0,20.0,20.0,20.0
toys,250.0,41.0,2.0,29.0
toys,115.0,16.0,13.0,11.0
toys,200.0,18.0,9.0,16.0
toys,400.0,26.0,14.0,12.0
computers_accessories,173.0,18.0,13.0,12.0
baby,600.0,20.0,13.0,13.0
toys,450.0,17.0,22.0,40.0
toys,500.0,20.0,20.0,20.0
toys,550.0,28.0,4.0,22.0
furniture_decor,2550.0,30.0,35.0,30.0
toys,200.0,19.0,19.0,19.0
toys,450.0,20.0,20.0,20.0
furniture_decor,3250.0,31.0,43.0,21.0
toys,3000.0,37.0,20.0,43.0
toys,1050.0,80.0,8.0,15.0
toys,350.0,54.0,27.0,39.0
telephony,250.0,17.0,4.0,12.0
toys,929.0,24.0,16.0,20.0
toys,100.0,36.0,9.0,11.0
toys,150.0,27.0,5.0,20.0
toys,2600.0,50.0,10.0,30.0
toys,9375.0,55.0,54.0,19.0
toys,800.0,20.0,20.0,20.0
toys,30000.0,58.0,55.0,44.0
housewares,1050.0,26.0,26.0,26.0
baby,350.0,19.0,14.0,12.0
health_beauty,550.0,20.0,20.0,20.0
toys,6350.0,51.0,31.0,31.0
toys,200.0,25.0,5.0,15.0
perfumery,280.0,17.0,14.0,14.0
furniture_decor,1250.0,52.0,7.0,11.0
toys,1200.0,40.0,8.0,40.0
bed_bath_table,3250.0,29.0,7.0,36.0
toys,250.0,16.0,11.0,16.0
toys,7625.0,61.0,14.0,61.0
toys,250.0,16.0,2.0,20.0
computers_accessories,6550.0,20.0,20.0,20.0
fashion_male_clothing,900.0,45.0,10.0,35.0
toys,600.0,25.0,13.0,20.0
toys,350.0,19.0,12.0,13.0
toys,100.0,60.0,16.0,11.0
toys,200.0,16.0,2.0,11.0
toys,700.0,25.0,25.0,25.0
toys,245.0,19.0,14.0,14.0
toys,200.0,16.0,2.0,13.0
cool_stuff,2250.0,16.0,40.0,16.0
cool_stuff,30000.0,70.0,37.0,70.0
toys,457.0,25.0,9.0,21.0
perfumery,250.0,20.0,8.0,21.0
toys,150.0,16.0,16.0,20.0
toys,13700.0,100.0,7.0,90.0
toys,650.0,30.0,16.0,25.0
toys,1950.0,33.0,44.0,19.0
toys,4000.0,35.0,30.0,20.0
toys,5700.0,39.0,30.0,29.0
housewares,700.0,22.0,6.0,11.0
toys,968.0,31.0,8.0,11.0
toys,300.0,16.0,16.0,16.0
toys,100.0,20.0,20.0,20.0
toys,250.0,16.0,5.0,15.0
cool_stuff,1200.0,42.0,25.0,15.0
garden_tools,150.0,16.0,2.0,11.0
,1000.0,20.0,15.0,20.0
furniture_decor,8500.0,35.0,45.0,45.0
toys,100.0,16.0,10.0,15.0
toys,5950.0,20.0,20.0,20.0
toys,200.0,25.0,7.0,16.0
toys,6192.0,38.0,37.0,38.0
toys,4825.0,61.0,34.0,36.0
toys,200.0,22.0,6.0,14.0
toys,700.0,43.0,7.0,30.0
toys,400.0,16.0,16.0,16.0
toys,250.0,41.0,2.0,29.0
books_technical,2000.0,30.0,3.0,21.0
toys,2050.0,29.0,22.0,24.0
toys,468.0,23.0,18.0,19.0
furniture_decor,700.0,35.0,4.0,30.0
toys,100.0,16.0,3.0,15.0
toys,350.0,16.0,16.0,16.0
toys,1232.0,38.0,18.0,25.0
toys,11950.0,16.0,103.0,25.0
toys,180.0,19.0,12.0,14.0
toys,250.0,20.0,10.0,15.0
toys,300.0,17.0,4.0,12.0
toys,500.0,35.0,45.0,15.0
toys,800.0,18.0,12.0,18.0
toys,100.0,39.0,9.0,11.0
toys,600.0,30.0,30.0,20.0
toys,600.0,20.0,40.0,30.0
toys,2450.0,19.0,28.0,17.0
housewares,150.0,16.0,6.0,11.0
toys,150.0,16.0,16.0,16.0
toys,1750.0,20.0,16.0,30.0
toys,300.0,25.0,5.0,24.0
toys,8925.0,53.0,74.0,18.0
toys,2350.0,33.0,7.0,37.0
health_beauty,350.0,16.0,10.0,20.0
toys,8975.0,35.0,52.0,36.0
toys,950.0,20.0,35.0,20.0
toys,325.0,22.0,9.0,17.0
toys,525.0,16.0,16.0,18.0
health_beauty,350.0,16.0,10.0,20.0
perfumery,541.0,21.0,15.0,16.0
toys,6038.0,68.0,17.0,47.0
toys,75.0,16.0,10.0,11.0
costruction_tools_garden,200.0,16.0,3.0,12.0
furniture_decor,400.0,50.0,3.0,25.0
toys,833.0,20.0,12.0,19.0
toys,300.0,20.0,15.0,15.0
toys,10700.0,41.0,23.0,40.0
home_construction,50.0,52.0,22.0,52.0
luggage_accessories,283.0,21.0,16.0,23.0
cool_stuff,1200.0,42.0,25.0,15.0
toys,1850.0,36.0,37.0,16.0
toys,550.0,16.0,7.0,11.0
toys,150.0,30.0,10.0,30.0
toys,900.0,20.0,20.0,20.0
toys,1825.0,53.0,10.0,40.0
computers_accessories,1500.0,17.0,33.0,44.0
toys,100.0,39.0,9.0,11.0
pet_shop,900.0,26.0,19.0,23.0
toys,450.0,16.0,11.0,16.0
toys,100.0,19.0,3.0,11.0
toys,850.0,20.0,20.0,20.0
toys,950.0,16.0,25.0,20.0
garden_tools,1650.0,30.0,22.0,30.0
toys,150.0,20.0,13.0,18.0
toys,1875.0,36.0,25.0,20.0
toys,10600.0,60.0,20.0,29.0
toys,17950.0,50.0,50.0,43.0
auto,5950.0,65.0,11.0,65.0
toys,1100.0,16.0,10.0,16.0
toys,150.0,17.0,4.0,12.0
costruction_tools_garden,550.0,20.0,16.0,30.0
toys,1000.0,66.0,5.0,30.0
toys,150.0,19.0,12.0,16.0
toys,1000.0,53.0,8.0,18.0
bed_bath_table,550.0,30.0,3.0,19.0
watches_gifts,584.0,16.0,11.0,13.0
toys,600.0,21.0,12.0,17.0
toys,650.0,16.0,10.0,16.0
health_beauty,250.0,22.0,10.0,18.0
toys,300.0,16.0,16.0,16.0
toys,1238.0,34.0,32.0,24.0
toys,650.0,65.0,7.0,11.0
toys,1100.0,41.0,9.0,31.0
toys,500.0,16.0,9.0,20.0
toys,3600.0,26.0,24.0,50.0
toys,125.0,16.0,3.0,12.0
toys,16550.0,22.0,65.0,40.0
toys,600.0,16.0,17.0,17.0
toys,300.0,16.0,6.0,17.0
toys,1383.0,50.0,10.0,40.0
health_beauty,1250.0,42.0,11.0,12.0
toys,10225.0,19.0,11.0,11.0
toys,600.0,20.0,19.0,20.0
furniture_decor,850.0,69.0,11.0,11.0
toys,750.0,69.0,11.0,11.0
toys,300.0,16.0,16.0,16.0
sports_leisure,1600.0,25.0,15.0,25.0
toys,300.0,20.0,20.0,20.0
air_conditioning,9200.0,20.0,8.0,15.0
toys,1500.0,40.0,25.0,20.0
toys,7550.0,60.0,20.0,29.0
health_beauty,1029.0,20.0,15.0,17.0
toys,200.0,21.0,21.0,21.0
toys,150.0,25.0,7.0,16.0
toys,4105.0,67.0,10.0,67.0
toys,9800.0,61.0,31.0,31.0
furniture_decor,600.0,68.0,8.0,13.0
toys,1550.0,44.0,14.0,34.0
toys,250.0,16.0,2.0,20.0
watches_gifts,550.0,20.0,11.0,16.0
toys,850.0,30.0,17.0,24.0
bed_bath_table,1860.0,39.0,12.0,33.0
toys,1383.0,50.0,10.0,40.0
perfumery,850.0,20.0,20.0,15.0
toys,6663.0,17.0,11.0,13.0
toys,11000.0,50.0,20.0,40.0
toys,300.0,17.0,4.0,12.0
toys,125.0,16.0,12.0,12.0
baby,800.0,42.0,25.0,15.0
toys,300.0,16.0,16.0,16.0
bed_bath_table,1588.0,48.0,12.0,44.0
office_furniture,8200.0,53.0,74.0,18.0
toys,3700.0,32.0,22.0,46.0
toys,1400.0,20.0,30.0,20.0
toys,600.0,16.0,26.0,11.0
toys,900.0,25.0,40.0,30.0
toys,700.0,27.0,9.0,19.0
toys,1700.0,20.0,20.0,20.0
bed_bath_table,1500.0,20.0,30.0,30.0
toys,1850.0,37.0,22.0,40.0
toys,411.0,22.0,15.0,20.0
toys,400.0,34.0,4.0,22.0
toys,1500.0,30.0,22.0,30.0
toys,300.0,25.0,15.0,15.0
toys,450.0,26.0,7.0,22.0
housewares,900.0,45.0,20.0,25.0
toys,300.0,25.0,15.0,20.0
toys,5250.0,40.0,20.0,40.0
toys,1850.0,37.0,22.0,40.0
toys,7417.0,102.0,46.0,11.0
toys,325.0,22.0,13.0,17.0
toys,200.0,26.0,18.0,11.0
toys,200.0,16.0,2.0,11.0
electronics,100.0,23.0,8.0,18.0
toys,950.0,25.0,10.0,36.0
toys,1007.0,33.0,27.0,22.0
toys,1500.0,30.0,22.0,30.0
bed_bath_table,550.0,16.0,10.0,16.0
toys,2150.0,40.0,10.0,30.0
toys,600.0,23.0,25.0,20.0
toys,150.0,43.0,11.0,18.0
bed_bath_table,3305.0,65.0,12.0,45.0
toys,1500.0,36.0,6.0,26.0
toys,150.0,20.0,13.0,15.0
furniture_living_room,30000.0,80.0,60.0,60.0
health_beauty,700.0,25.0,12.0,19.0
toys,700.0,16.0,15.0,15.0
toys,200.0,16.0,2.0,11.0
toys,333.0,16.0,9.0,10.0
toys,3700.0,25.0,35.0,35.0
housewares,148.0,25.0,27.0,22.0
health_beauty,700.0,25.0,12.0,19.0
toys,13900.0,62.0,62.0,20.0
toys,850.0,36.0,14.0,26.0
toys,1750.0,37.0,22.0,40.0
toys,450.0,18.0,18.0,18.0
toys,2238.0,24.0,45.0,27.0
toys,1900.0,20.0,6.0,11.0
toys,400.0,25.0,15.0,24.0
toys,1500.0,30.0,22.0,30.0
toys,400.0,34.0,4.0,22.0
bed_bath_table,900.0,37.0,23.0,35.0
toys,1900.0,16.0,19.0,24.0
toys,450.0,25.0,15.0,25.0
toys,600.0,40.0,5.0,30.0
toys,225.0,17.0,8.0,13.0
bed_bath_table,14050.0,16.0,10.0,16.0
toys,400.0,16.0,2.0,16.0
toys,200.0,22.0,5.0,16.0
toys,1000.0,40.0,16.0,30.0
toys,450.0,20.0,20.0,20.0
toys,1500.0,22.0,30.0,22.0
toys,6250.0,25.0,50.0,25.0
toys,850.0,20.0,25.0,20.0
auto,825.0,25.0,18.0,23.0
toys,200.0,16.0,16.0,11.0
furniture_decor,600.0,22.0,7.0,32.0
health_beauty,450.0,16.0,10.0,20.0
toys,850.0,16.0,32.0,16.0
toys,100.0,16.0,10.0,15.0
telephony,300.0,20.0,20.0,13.0
toys,100.0,16.0,3.0,11.0
toys,1582.0,31.0,31.0,35.0
toys,1550.0,30.0,22.0,30.0
toys,500.0,18.0,3.0,19.0
toys,750.0,30.0,30.0,11.0
toys,2500.0,41.0,8.0,36.0
toys,281.0,30.0,14.0,25.0
toys,900.0,16.0,10.0,16.0
toys,750.0,16.0,16.0,16.0
toys,100.0,20.0,20.0,20.0
toys,1150.0,27.0,22.0,39.0
furniture_decor,200.0,25.0,4.0,18.0
bed_bath_table,500.0,20.0,10.0,15.0
toys,700.0,19.0,9.0,15.0
toys,4950.0,18.0,32.0,18.0
toys,250.0,20.0,9.0,12.0
cool_stuff,1050.0,42.0,25.0,15.0
toys,200.0,25.0,5.0,12.0
toys,400.0,19.0,2.0,14.0
toys,317.0,22.0,14.0,22.0
toys,12250.0,45.0,35.0,45.0
toys,321.0,19.0,14.0,13.0
toys,400.0,20.0,12.0,15.0
costruction_tools_garden,1725.0,22.0,21.0,14.0
health_beauty,500.0,23.0,5.0,11.0
toys,3700.0,25.0,35.0,35.0
toys,2150.0,15.0,38.0,15.0
pet_shop,1650.0,68.0,4.0,48.0
toys,200.0,16.0,7.0,11.0
construction_tools_construction,150.0,24.0,13.0,13.0
bed_bath_table,1450.0,16.0,10.0,16.0
toys,1400.0,43.0,5.0,30.0
toys,325.0,19.0,2.0,19.0
toys,10050.0,37.0,61.0,26.0
toys,125.0,20.0,16.0,16.0
toys,2050.0,43.0,11.0,35.0
toys,4050.0,45.0,15.0,35.0
toys,750.0,16.0,12.0,15.0
auto,100.0,16.0,3.0,11.0
health_beauty,180.0,16.0,13.0,11.0
toys,150.0,16.0,16.0,11.0
toys,4150.0,20.0,20.0,20.0
toys,200.0,16.0,2.0,11.0
toys,2200.0,16.0,11.0,11.0
toys,200.0,16.0,5.0,11.0
toys,1217.0,21.0,15.0,11.0
toys,1200.0,25.0,20.0,20.0
toys,350.0,30.0,10.0,20.0
musical_instruments,200.0,40.0,5.0,11.0
toys,9750.0,27.0,15.0,92.0
toys,645.0,19.0,16.0,18.0
toys,8750.0,35.0,15.0,35.0
fashion_bags_accessories,150.0,20.0,10.0,20.0
toys,250.0,23.0,17.0,21.0
bed_bath_table,4050.0,40.0,15.0,23.0
baby,500.0,23.0,23.0,23.0
housewares,5950.0,33.0,26.0,33.0
toys,700.0,30.0,30.0,30.0
toys,817.0,33.0,22.0,39.0
toys,950.0,45.0,15.0,35.0
toys,1950.0,43.0,10.0,33.0
computers_accessories,280.0,20.0,15.0,14.0
toys,500.0,32.0,16.0,22.0
toys,1800.0,40.0,8.0,35.0
toys,300.0,16.0,11.0,11.0
toys,3775.0,35.0,30.0,30.0
agro_industry_and_commerce,125.0,20.0,4.0,13.0
toys,600.0,68.0,8.0,13.0
toys,5875.0,19.0,17.0,18.0
toys,350.0,21.0,26.0,21.0
toys,1000.0,29.0,8.0,34.0
toys,1800.0,30.0,15.0,15.0
toys,17550.0,73.0,20.0,47.0
toys,1550.0,30.0,22.0,30.0
toys,19450.0,45.0,50.0,45.0
bed_bath_table,400.0,19.0,13.0,15.0
toys,450.0,38.0,12.0,20.0
office_furniture,11875.0,57.0,55.0,22.0
toys,600.0,16.0,10.0,16.0
toys,1167.0,36.0,20.0,28.0
toys,83.0,19.0,15.0,18.0
baby,300.0,17.0,7.0,24.0
toys,1700.0,20.0,24.0,30.0
garden_tools,1650.0,30.0,22.0,30.0
toys,800.0,16.0,10.0,16.0
toys,500.0,16.0,21.0,18.0
toys,2350.0,28.0,34.0,20.0
watches_gifts,314.0,18.0,11.0,14.0
toys,1000.0,53.0,8.0,18.0
toys,550.0,32.0,11.0,20.0
toys,427.0,15.0,17.0,14.0
toys,650.0,60.0,10.0,50.0
electronics,175.0,22.0,11.0,16.0
toys,1870.0,27.0,20.0,29.0
toys,650.0,37.0,23.0,35.0
toys,400.0,16.0,16.0,11.0
toys,300.0,16.0,11.0,11.0
toys,500.0,16.0,14.0,14.0
toys,50.0,20.0,20.0,20.0
toys,1050.0,35.0,10.0,18.0
toys,400.0,50.0,3.0,25.0
sports_leisure,2500.0,20.0,11.0,11.0
toys,1600.0,40.0,15.0,35.0
toys,5400.0,90.0,9.0,39.0
toys,9450.0,85.0,10.0,33.0
toys,14500.0,40.0,60.0,40.0
toys,1400.0,32.0,6.0,28.0
toys,300.0,18.0,18.0,18.0
toys,150.0,17.0,8.0,14.0
toys,1150.0,29.0,15.0,15.0
toys,1000.0,30.0,40.0,30.0
toys,500.0,25.0,25.0,25.0
toys,1700.0,34.0,7.0,32.0
food_drink,200.0,20.0,12.0,15.0
toys,500.0,30.0,15.0,15.0
toys,150.0,20.0,20.0,20.0
electronics,175.0,22.0,11.0,15.0
toys,350.0,23.0,4.0,23.0
toys,458.0,18.0,12.0,15.0
toys,500.0,18.0,7.0,12.0
stationery,200.0,21.0,7.0,14.0
toys,117.0,19.0,4.0,14.0
toys,175.0,22.0,13.0,17.0
toys,100.0,16.0,16.0,16.0
toys,8450.0,30.0,45.0,40.0
toys,2630.0,26.0,21.0,23.0
toys,450.0,20.0,12.0,15.0
toys,1450.0,42.0,30.0,23.0
toys,450.0,16.0,3.0,15.0
toys,225.0,16.0,7.0,12.0
toys,1100.0,95.0,8.0,50.0
toys,1550.0,30.0,22.0,30.0
toys,350.0,32.0,9.0,16.0
bed_bath_table,400.0,20.0,2.0,15.0
toys,1150.0,42.0,11.0,12.0
toys,150.0,16.0,16.0,11.0
toys,6850.0,59.0,22.0,37.0
health_beauty,300.0,28.0,7.0,21.0
toys,200.0,16.0,10.0,16.0
electronics,175.0,22.0,11.0,16.0
toys,200.0,16.0,16.0,11.0
toys,950.0,23.0,3.0,16.0
toys,2600.0,50.0,10.0,30.0
toys,1750.0,37.0,22.0,40.0
toys,500.0,20.0,7.0,14.0
toys,525.0,16.0,16.0,18.0
toys,2425.0,29.0,30.0,19.0
toys,350.0,16.0,4.0,11.0
toys,1600.0,33.0,44.0,19.0
baby,280.0,17.0,6.0,11.0
toys,2600.0,50.0,10.0,30.0
furniture_decor,600.0,30.0,3.0,20.0
toys,350.0,25.0,8.0,19.0
bed_bath_table,300.0,25.0,3.0,19.0
toys,200.0,41.0,2.0,29.0
toys,850.0,24.0,20.0,24.0
toys,4150.0,30.0,35.0,30.0
toys,5950.0,20.0,20.0,20.0
bed_bath_table,2400.0,45.0,15.0,35.0
bed_bath_table,700.0,45.0,15.0,30.0
toys,1400.0,55.0,8.0,38.0
toys,300.0,30.0,11.0,16.0
toys,7150.0,105.0,5.0,65.0
furniture_decor,2400.0,30.0,30.0,30.0
bed_bath_table,1700.0,48.0,8.0,39.0
toys,100.0,16.0,16.0,16.0
watches_gifts,235.0,16.0,14.0,14.0
auto,2450.0,30.0,30.0,30.0
toys,4300.0,29.0,7.0,29.0
toys,600.0,35.0,35.0,15.0
toys,350.0,25.0,10.0,15.0
toys,5350.0,40.0,20.0,40.0
toys,300.0,20.0,10.0,15.0
toys,264.0,17.0,14.0,16.0
health_beauty,700.0,20.0,16.0,17.0
toys,600.0,20.0,10.0,20.0
telephony,300.0,17.0,4.0,11.0
health_beauty,350.0,18.0,14.0,15.0
toys,2150.0,41.0,10.0,35.0
toys,17300.0,65.0,35.0,35.0
computers_accessories,243.0,17.0,15.0,12.0
toys,250.0,16.0,2.0,11.0
toys,1110.0,19.0,11.0,18.0
toys,336.0,16.0,13.0,11.0
toys,200.0,18.0,4.0,16.0
health_beauty,440.0,20.0,11.0,17.0
toys,200.0,36.0,15.0,21.0
toys,3500.0,60.0,20.0,30.0
toys,250.0,16.0,16.0,11.0
toys,400.0,21.0,9.0,21.0
furniture_decor,1750.0,35.0,10.0,35.0
computers_accessories,667.0,17.0,9.0,16.0
toys,165.0,16.0,11.0,12.0
toys,200.0,16.0,7.0,16.0
toys,275.0,18.0,4.0,12.0
toys,550.0,18.0,16.0,23.0
watches_gifts,400.0,16.0,2.0,20.0
toys,750.0,16.0,16.0,15.0
toys,1650.0,50.0,2.0,37.0
toys,800.0,34.0,8.0,22.0
toys,500.0,90.0,11.0,11.0
toys,16250.0,56.0,15.0,15.0
auto,300.0,17.0,10.0,15.0
toys,200.0,16.0,2.0,11.0
toys,100.0,16.0,10.0,16.0
toys,207.0,17.0,12.0,13.0
toys,8800.0,33.0,102.0,26.0
toys,50.0,17.0,6.0,13.0
watches_gifts,300.0,16.0,2.0,20.0
toys,1800.0,34.0,5.0,34.0
computers_accessories,400.0,28.0,10.0,23.0
toys,950.0,40.0,2.0,30.0
toys,150.0,30.0,10.0,20.0
toys,317.0,19.0,8.0,16.0
home_construction,20050.0,55.0,25.0,55.0
toys,200.0,16.0,7.0,11.0
toys,2200.0,16.0,51.0,17.0
garden_tools,1800.0,37.0,22.0,40.0
furniture_decor,2600.0,105.0,3.0,70.0
toys,300.0,20.0,10.0,13.0
toys,1350.0,30.0,20.0,20.0
toys,800.0,22.0,44.0,38.0
toys,178.0,18.0,11.0,17.0
toys,100.0,16.0,2.0,20.0
toys,200.0,22.0,14.0,17.0
toys,775.0,44.0,3.0,34.0
toys,1075.0,17.0,13.0,15.0
toys,600.0,16.0,10.0,16.0
sports_leisure,400.0,16.0,16.0,11.0
toys,1800.0,30.0,50.0,30.0
toys,967.0,21.0,24.0,19.0
toys,150.0,30.0,10.0,20.0
toys,1850.0,42.0,25.0,15.0
market_place,600.0,20.0,14.0,20.0
toys,417.0,20.0,13.0,16.0
toys,2350.0,33.0,7.0,39.0
toys,700.0,21.0,11.0,15.0
toys,1000.0,35.0,10.0,35.0
health_beauty,600.0,33.0,19.0,13.0
toys,250.0,16.0,5.0,15.0
toys,321.0,19.0,14.0,13.0
toys,1850.0,24.0,36.0,23.0
furniture_living_room,1250.0,52.0,8.0,13.0
toys,600.0,27.0,13.0,27.0
toys,200.0,22.0,3.0,15.0
toys,2850.0,65.0,24.0,16.0
toys,22450.0,43.0,68.0,41.0
toys,2350.0,16.0,40.0,16.0
bed_bath_table,1300.0,43.0,5.0,30.0
toys,200.0,25.0,5.0,12.0
housewares,9950.0,31.0,61.0,31.0
toys,2600.0,23.0,23.0,23.0
toys,800.0,30.0,3.0,24.0
toys,867.0,20.0,7.0,14.0
toys,15900.0,67.0,66.0,61.0
toys,200.0,28.0,10.0,13.0
toys,3450.0,40.0,13.0,15.0
toys,427.0,15.0,17.0,14.0
toys,200.0,22.0,3.0,15.0
stationery,300.0,16.0,11.0,11.0
toys,1600.0,40.0,15.0,35.0
toys,363.0,16.0,4.0,11.0
toys,400.0,20.0,10.0,17.0
toys,6600.0,30.0,30.0,30.0
consoles_games,350.0,20.0,20.0,20.0
toys,1750.0,37.0,22.0,40.0
toys,611.0,17.0,14.0,16.0
toys,700.0,32.0,15.0,21.0
housewares,300.0,25.0,10.0,36.0
toys,830.0,29.0,16.0,16.0
housewares,10150.0,89.0,15.0,40.0
toys,1223.0,20.0,15.0,19.0
toys,300.0,16.0,2.0,11.0
toys,1600.0,37.0,23.0,35.0
toys,300.0,16.0,21.0,13.0
bed_bath_table,3500.0,45.0,15.0,35.0
toys,4100.0,89.0,4.0,42.0
toys,975.0,34.0,5.0,26.0
toys,2350.0,16.0,40.0,16.0
office_furniture,2600.0,40.0,45.0,39.0
bed_bath_table,200.0,16.0,12.0,11.0
toys,200.0,19.0,4.0,11.0
toys,500.0,25.0,16.0,16.0
toys,19450.0,45.0,50.0,45.0
toys,7550.0,60.0,20.0,29.0
toys,1650.0,48.0,8.0,39.0
toys,750.0,20.0,35.0,20.0
toys,5200.0,45.0,54.0,15.0
toys,1750.0,37.0,22.0,40.0
toys,5150.0,26.0,28.0,24.0
toys,150.0,16.0,9.0,11.0
toys,1383.0,50.0,10.0,40.0
toys,150.0,21.0,11.0,14.0
toys,1300.0,28.0,6.0,28.0
toys,300.0,29.0,7.0,16.0
computers_accessories,525.0,23.0,11.0,16.0
toys,700.0,20.0,50.0,40.0
toys,300.0,16.0,7.0,11.0
toys,288.0,17.0,9.0,13.0
toys,833.0,20.0,12.0,19.0
toys,900.0,25.0,12.0,38.0
furniture_living_room,9750.0,27.0,15.0,92.0
toys,2338.0,25.0,23.0,18.0
toys,605.0,34.0,13.0,11.0
toys,3500.0,36.0,25.0,21.0
toys,900.0,44.0,2.0,36.0
sports_leisure,1033.0,46.0,32.0,14.0
sports_leisure,90.0,21.0,4.0,19.0
toys,400.0,16.0,12.0,15.0
office_furniture,2600.0,40.0,45.0,39.0
toys,1700.0,30.0,30.0,30.0
toys,10250.0,43.0,43.0,37.0
toys,150.0,16.0,16.0,11.0
baby,1260.0,36.0,8.0,30.0
toys,350.0,16.0,10.0,11.0
health_beauty,440.0,20.0,11.0,17.0
toys,500.0,20.0,7.0,14.0
toys,200.0,19.0,4.0,11.0
toys,7450.0,23.0,80.0,12.0
luggage_accessories,450.0,24.0,47.0,34.0
toys,100.0,16.0,2.0,20.0
toys,400.0,18.0,11.0,20.0
toys,317.0,19.0,15.0,17.0
toys,5150.0,30.0,35.0,30.0
toys,1136.0,26.0,29.0,21.0
toys,300.0,16.0,16.0,16.0
toys,507.0,18.0,11.0,15.0
toys,400.0,17.0,21.0,11.0
toys,9050.0,35.0,30.0,35.0
office_furniture,16133.0,63.0,59.0,25.0
bed_bath_table,13350.0,20.0,20.0,20.0
toys,950.0,45.0,15.0,35.0
toys,325.0,20.0,12.0,16.0
toys,350.0,69.0,11.0,11.0
toys,7000.0,60.0,20.0,30.0
health_beauty,450.0,23.0,23.0,21.0
toys,200.0,22.0,11.0,16.0
computers_accessories,4400.0,35.0,15.0,30.0
toys,3300.0,60.0,18.0,50.0
furniture_decor,700.0,30.0,3.0,20.0
sports_leisure,3450.0,16.0,15.0,20.0
toys,100.0,21.0,9.0,14.0
cool_stuff,1600.0,42.0,25.0,15.0
health_beauty,200.0,22.0,10.0,18.0
luggage_accessories,10700.0,40.0,100.0,16.0
